n=41

l0,0=0,94,95,93,99,94,60,92,92,92,93,62,12,67,19,2,1,0,0,0,0,0,0,0,0,18,0,86,47,0,0,0,0,0,0,0,0,0,0,0,0
l1,0=93,0,96,94,90,94,60,39,60,74,93,94,9,83,11,2,17,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,5,0,0,0
l2,0=94,94,0,94,85,94,60,90,61,82,93,95,25,87,11,3,14,18,0,0,0,0,0,7,0,51,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0
l3,0=93,63,76,0,99,93,60,86,28,72,88,48,68,76,77,0,0,3,0,0,0,0,0,0,0,68,0,86,51,0,0,0,0,0,0,0,0,14,9,0,0
l4,0=93,63,72,94,0,94,60,90,60,61,89,59,67,0,0,0,0,0,0,0,0,0,0,0,0,69,0,42,44,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=94,95,79,94,99,0,60,59,57,72,93,59,50,74,46,43,0,8,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
l6,0=86,95,96,93,78,94,0,92,63,92,94,95,22,47,8,10,63,7,7,3,10,3,9,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
l7,0=93,15,87,89,94,93,60,0,94,92,94,95,93,92,6,14,0,11,13,0,11,9,12,6,0,10,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
l8,0=53,76,78,10,70,75,35,63,0,91,94,0,0,92,56,57,56,53,5,15,74,40,51,28,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
l9,0=67,95,92,87,62,93,60,92,94,0,94,95,91,92,53,11,55,50,6,1,0,51,3,18,0,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
l10,0=83,90,92,44,61,93,59,86,94,92,0,95,89,91,78,87,85,91,1,0,5,8,18,64,2,39,0,2,12,0,0,0,0,0,0,0,0,0,0,0,2
l11,0=82,95,96,67,87,93,60,92,0,92,94,0,92,92,54,91,27,33,10,1,48,0,41,0,2,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,2
l12,0=0,35,76,42,28,21,19,30,0,90,93,93,0,92,89,91,96,100,5,6,46,36,34,24,11,43,0,90,69,0,0,0,0,0,0,0,0,54,13,43,35
l13,0=2,5,50,63,0,49,9,0,71,49,78,42,93,87,0,57,61,59,0,0,36,82,19,26,9,84,60,93,92,10,0,0,3,0,32,24,13,58,44,39,28
l14,0=8,0,34,0,1,67,15,26,93,12,75,85,96,92,91,0,93,91,41,1,45,80,31,25,7,91,67,80,55,0,0,83,0,0,0,0,0,51,39,39,28
l15,0=3,13,54,0,0,2,19,10,91,75,78,55,94,56,89,56,0,99,54,32,82,85,79,69,42,26,0,28,36,11,17,0,1,0,0,20,17,57,37,43,31
l16,0=0,0,65,0,0,38,16,21,93,86,93,63,96,91,90,91,97,0,44,29,70,90,84,60,53,23,26,85,88,0,23,32,0,0,0,0,15,76,39,43,74
l17,0=0,0,0,0,0,0,23,43,57,2,0,43,0,73,0,71,95,81,0,92,98,78,84,88,94,60,0,0,0,63,64,0,81,75,27,80,56,0,49,54,61
l18,0=0,0,0,0,0,0,39,0,77,0,0,0,36,70,0,2,80,85,99,0,76,90,68,85,94,0,67,0,0,67,79,83,0,1,0,77,53,0,0,55,0
l19,0=0,0,0,0,0,0,33,46,75,0,33,45,77,80,46,49,94,75,95,78,0,90,70,91,94,0,61,0,24,91,84,31,75,82,51,86,56,59,50,72,72
l20,0=0,0,0,0,0,0,5,8,68,32,27,0,42,60,62,77,87,89,74,76,98,0,87,91,81,30,98,0,4,69,37,59,39,3,4,70,10,71,70,85,74
l21,0=0,0,17,0,0,0,7,10,84,13,48,61,70,88,50,46,95,91,96,63,63,92,0,91,82,16,78,2,35,12,76,27,16,41,15,41,66,44,13,85,74
l22,0=0,0,19,0,0,0,16,7,79,44,71,0,53,78,57,75,95,84,75,73,100,92,87,0,90,27,9,0,0,82,65,33,0,55,45,59,64,37,48,79,74
l23,0=0,0,0,0,0,0,14,6,61,45,54,29,66,88,42,60,94,68,98,92,98,90,83,91,0,0,91,1,0,81,90,78,98,55,51,95,72,38,40,85,50
l24,0=41,0,14,72,64,10,10,0,0,0,19,10,80,86,90,47,23,61,0,0,0,0,3,0,0,0,86,0,92,34,51,90,56,0,44,46,89,70,84,0,0
l25,0=18,0,51,68,69,41,0,10,35,31,39,3,43,84,91,26,23,60,0,0,30,16,27,0,0,0,0,94,0,54,52,0,30,43,45,27,52,91,91,0,0
l26,0=0,0,0,0,0,0,0,0,0,0,0,0,0,60,67,0,26,0,67,61,98,78,9,91,86,0,0,79,91,0,95,0,100,99,98,98,99,92,93,0,0
l27,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,25,71,62,87,34,81,81,85,94,79,91,90,100,0,62,100,99,98,98,99,92,93,66,32
l28,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,21,0,91,27,92,38,18,9,94,0,91,88,85,100,95,30,0,99,98,98,99,92,93,52,0
l29,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,17,93,2,35,71,77,54,0,0,83,100,95,100,100,0,98,98,99,88,86,41,0
l30,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,3,0,81,5,32,75,80,52,95,83,83,100,95,95,100,99,0,98,98,92,13,0,0
l31,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,32,0,83,31,59,27,33,78,90,0,0,62,30,100,95,0,100,99,95,0,99,92,93,37,20
l32,0=0,0,0,0,0,0,0,0,1,0,0,0,0,70,58,0,28,32,45,30,37,16,35,61,69,30,100,94,56,100,95,100,100,98,73,98,0,92,93,0,0
l33,0=0,14,0,0,0,66,0,0,0,0,0,0,45,85,86,27,53,45,0,0,38,27,28,30,37,43,99,60,89,75,95,99,93,50,52,97,99,0,93,0,31
l34,0=0,0,0,25,0,62,0,0,0,0,0,0,37,0,87,27,34,36,47,0,38,28,23,79,37,45,98,92,90,98,95,95,100,64,44,98,99,92,0,1,0
l35,0=0,0,0,0,0,0,0,0,51,0,0,0,69,53,48,37,77,64,53,50,76,89,80,80,73,27,98,12,0,0,41,0,13,28,0,19,0,0,0,0,74
l36,0=0,0,0,0,0,0,1,0,54,12,17,0,60,55,34,37,70,78,53,2,77,91,71,91,16,52,99,0,0,0,12,99,0,0,0,0,0,11,0,86,0
l37,0=0,0,0,0,0,0,0,0,0,0,1,0,51,48,32,36,80,77,60,19,82,89,79,87,83,91,92,15,0,0,6,92,0,0,0,0,0,0,0,85,73
l38,0=0,0,0,0,0,0,0,27,74,20,0,17,44,87,83,90,94,98,58,32,98,90,84,91,81,91,93,34,2,8,3,93,0,0,0,0,10,25,1,86,74
l39,0=0,0,0,0,0,0,0,0,1,0,0,0,48,42,46,50,60,62,54,43,92,90,77,91,54,0,0,0,0,0,40,37,0,0,0,50,0,0,0,85,74
l40,0=0,0,0,0,0,0,0,0,37,0,0,0,28,8,19,24,77,60,68,58,83,89,84,83,65,0,0,0,0,26,11,20,0,16,0,0,0,0,0,85,73

l0,1=0,87,89,95,93,93,84,93,87,77,60,89,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
l1,1=30,0,61,42,92,93,84,93,60,77,32,90,40,50,71,12,0,15,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,2,0,0,0
l2,1=92,80,0,95,93,93,85,95,58,89,91,91,50,59,70,27,0,1,0,0,0,0,2,0,0,41,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0
l3,1=91,83,70,0,93,93,83,85,57,57,37,79,46,51,64,11,29,0,0,0,0,0,0,0,0,15,0,91,60,0,0,0,0,0,0,0,0,0,0,0,0
l4,1=57,88,70,95,0,93,78,90,32,49,56,87,0,18,21,3,1,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
l5,1=92,92,70,54,67,0,83,91,62,57,60,89,46,57,0,12,40,0,0,0,0,0,0,0,0,12,0,72,14,0,0,0,0,0,0,0,0,19,33,0,0
l6,1=83,92,89,84,21,93,0,95,69,90,57,91,39,63,5,12,1,0,10,0,6,1,8,5,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
l7,1=90,91,88,20,83,93,85,0,88,90,91,91,85,81,4,13,0,1,1,0,1,3,0,3,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
l8,1=80,87,67,33,15,71,81,93,0,89,91,89,47,88,81,67,66,62,2,9,16,1,60,35,32,1,0,62,0,0,0,0,0,0,0,0,0,0,0,39,16
l9,1=90,91,88,90,8,93,85,95,88,0,91,91,88,88,28,76,45,36,2,0,2,5,23,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10
l10,1=76,30,88,2,89,93,72,93,88,90,0,91,88,88,79,73,67,71,7,0,4,5,56,46,23,20,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
l11,1=68,92,89,15,86,93,85,95,88,90,91,0,88,88,48,71,50,14,9,1,7,18,37,7,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
l12,1=14,44,57,42,8,67,69,76,73,72,81,77,0,88,81,77,70,80,26,20,46,52,56,23,11,47,0,69,29,0,0,13,0,0,0,8,0,40,4,63,45
l13,1=1,41,31,4,2,0,24,41,84,57,46,7,47,41,0,73,70,66,3,1,12,35,33,4,1,47,0,86,88,0,8,0,0,25,0,28,15,37,41,37,19
l14,1=0,20,28,9,0,37,67,73,81,75,84,42,88,87,81,0,62,80,15,17,32,52,36,32,22,92,0,66,2,0,0,41,0,0,0,0,0,0,28,59,36
l15,1=0,14,2,0,0,22,64,14,69,58,51,33,77,58,90,46,0,80,28,26,26,64,66,63,33,21,0,61,60,5,0,0,0,0,0,36,26,35,39,60,42
l16,1=0,28,33,0,0,0,40,33,81,62,57,36,87,80,81,75,70,0,27,17,29,54,55,34,30,70,15,65,71,3,43,20,0,0,0,6,0,42,8,61,49
l17,1=0,0,0,0,0,0,42,0,21,11,50,43,48,45,27,33,57,44,0,61,43,60,68,58,65,58,0,21,0,52,55,17,47,56,55,60,44,19,3,57,63
l18,1=0,0,0,0,0,0,3,0,62,0,0,6,32,49,0,43,57,34,58,0,44,61,63,59,65,0,33,0,0,0,62,28,0,34,0,53,43,0,0,60,70
l19,1=0,0,0,0,0,0,50,12,53,12,18,7,52,42,44,39,47,35,44,51,0,65,53,65,68,0,0,0,8,59,62,11,61,55,55,49,49,42,33,55,66
l20,1=0,0,0,0,0,0,48,40,35,0,1,2,61,48,63,43,62,49,46,53,60,0,73,65,63,2,70,38,34,28,20,24,53,3,44,51,36,46,47,65,81
l21,1=0,0,1,0,0,10,47,42,66,56,56,49,60,51,59,37,58,47,49,50,41,66,0,65,58,40,13,14,44,14,53,22,0,51,0,33,52,51,45,66,72
l22,1=0,0,0,0,0,0,41,29,61,44,50,26,26,52,41,44,62,47,46,51,70,64,73,0,63,49,8,7,25,57,53,7,56,53,44,40,22,19,31,64,81
l23,1=0,0,0,0,0,0,26,9,57,0,55,25,31,42,46,39,51,43,58,52,70,60,62,57,0,0,60,0,0,52,64,11,63,55,55,61,49,41,40,59,68
l24,1=53,62,0,45,29,66,0,0,62,13,41,0,48,51,89,65,68,60,1,0,0,35,10,4,0,0,57,0,88,40,47,63,43,41,0,40,54,93,67,0,8
