n=41

l0,0=0,95,100,94,95,94,62,93,91,91,56,82,57,55,45,32,52,0,0,0,0,0,0,0,0,27,0,75,9,0,0,0,0,0,0,0,0,34,0,0,0
l1,0=82,0,100,94,94,95,89,74,92,91,55,94,74,1,29,45,49,0,0,0,0,0,10,0,0,76,0,11,10,0,0,0,0,0,0,0,0,19,0,0,0
l2,0=97,95,0,93,95,95,96,77,92,92,93,95,77,56,49,81,85,76,0,0,0,0,51,60,0,55,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
l3,0=84,95,97,0,95,94,63,70,83,91,32,18,0,19,48,17,72,69,0,0,0,0,0,0,0,43,0,66,14,0,0,0,0,0,0,0,0,9,0,0,0
l4,0=97,95,100,94,0,95,62,78,87,83,55,81,58,13,0,1,0,0,0,0,0,0,0,0,0,63,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=85,95,100,91,95,0,65,74,88,91,55,83,63,18,24,58,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0
l6,0=60,95,100,74,92,95,0,98,93,92,93,95,90,86,25,64,92,68,27,66,31,34,37,68,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
l7,0=95,87,92,55,91,92,96,0,93,92,93,95,96,83,23,54,54,69,39,0,46,34,19,19,0,24,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0
l8,0=63,95,90,11,77,50,89,93,0,92,93,65,78,90,33,92,93,89,11,56,51,50,80,85,56,22,0,0,2,0,0,0,0,0,0,0,0,0,0,11,21
l9,0=94,95,97,85,61,95,96,98,92,0,93,95,95,90,29,29,91,85,35,33,6,45,11,41,51,63,0,0,10,0,0,0,0,0,0,0,0,0,0,14,0
l10,0=94,95,96,51,91,95,91,93,93,92,0,95,94,90,83,91,93,92,1,10,36,17,72,85,72,31,0,33,3,0,0,0,0,0,0,0,0,40,0,0,17
l11,0=76,95,100,0,79,95,96,98,5,92,93,0,94,90,30,91,89,69,21,6,35,0,46,0,10,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
