n=41

l0,0=0,95,94,94,92,98,93,84,87,95,93,91,82,85,0,61,71,0,0,0,0,0,0,0,0,24,0,86,74,0,0,0,0,0,0,0,0,5,0,0,0
l1,0=95,0,95,95,92,98,96,45,82,95,32,92,20,53,50,46,18,14,0,0,0,0,0,0,0,27,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
l2,0=95,95,0,93,91,98,96,85,87,95,93,92,0,90,84,2,81,90,0,0,0,0,38,47,0,25,0,78,74,0,0,0,0,0,0,0,0,0,0,0,0
l3,0=95,95,94,0,93,98,95,84,67,95,93,31,71,80,81,0,46,5,0,0,0,0,0,0,0,27,0,86,77,0,0,0,0,0,0,0,0,50,0,0,0
l4,0=95,95,89,95,0,98,91,85,82,0,49,85,48,80,0,0,0,0,0,0,0,0,0,0,0,44,0,86,76,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=95,95,94,94,93,0,95,46,86,87,93,51,46,73,43,45,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,0,0
l6,0=95,95,95,95,91,98,0,94,88,95,93,92,84,90,50,71,84,82,0,80,76,10,25,30,42,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,15
l7,0=95,91,95,93,90,93,96,0,89,95,93,92,89,89,43,43,0,82,33,0,56,65,29,20,0,24,0,0,64,0,0,0,0,0,0,0,0,0,0,0,21
l8,0=93,89,31,0,51,93,57,85,0,87,93,13,30,90,51,82,79,92,31,52,49,78,52,33,56,41,0,61,47,0,0,0,0,0,0,0,0,0,0,28,0
l9,0=93,94,94,92,0,97,96,94,87,0,93,92,89,90,51,35,81,93,24,5,0,81,8,29,55,36,0,72,40,0,0,0,0,0,0,0,0,0,0,25,1
l10,0=93,83,94,56,47,96,93,84,89,95,0,92,89,90,83,79,81,93,0,0,66,33,25,54,51,9,0,0,68,0,0,0,0,0,0,0,0,0,0,0,51
l11,0=93,95,95,8,91,96,96,94,81,95,93,0,89,90,54,80,51,89,34,15,79,0,37,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,17,34
l12,0=31,50,0,13,9,25,13,45,39,77,49,35,0,90,80,87,83,98,0,28,47,72,30,31,53,26,0,88,68,0,42,0,0,0,0,0,0,40,24,34,46
l13,0=0,55,7,3,2,78,31,19,72,71,30,32,51,39,0,52,54,93,0,0,18,82,10,31,0,42,8,92,87,30,0,0,14,0,22,56,52,51,53,56,73
l14,0=30,68,1,0,3,29,12,22,86,40,40,53,90,90,86,0,79,100,37,14,34,83,26,30,51,86,22,85,61,0,0,74,0,0,0,0,0,39,26,29,48
l15,0=19,4,22,0,0,0,31,0,81,67,30,27,79,45,86,51,0,100,87,71,83,86,91,56,55,7,0,68,34,31,31,0,33,0,0,47,42,51,44,55,67
l16,0=0,0,21,0,0,66,29,38,86,84,88,34,90,90,85,86,84,0,74,67,88,90,91,54,48,4,39,91,85,0,58,67,0,0,0,0,12,84,37,52,84
l17,0=0,0,0,0,0,0,0,57,53,50,0,50,0,81,0,74,83,81,0,99,93,89,91,90,96,48,0,0,0,75,87,0,85,88,45,85,69,0,53,81,59
l18,0=0,0,0,0,0,0,92,0,81,0,0,0,44,88,0,1,83,81,94,0,93,90,69,90,97,0,55,0,0,67,94,85,0,3,0,92,69,0,0,82,0
l19,0=0,0,0,0,0,0,59,62,60,0,26,60,68,77,48,57,82,75,92,72,0,90,68,92,96,0,21,0,30,82,87,71,70,83,62,83,66,60,66,68,84
l20,0=0,0,0,0,0,0,0,22,62,66,7,0,44,78,74,74,80,86,89,88,93,0,92,92,90,28,95,0,21,77,75,88,0,47,21,84,30,12,67,80,83
l21,0=0,0,16,0,0,0,20,36,73,28,24,40,79,83,35,25,83,87,92,56,79,92,0,92,89,21,75,4,21,47,89,82,53,62,24,39,52,34,36,85,83
l22,0=0,0,16,0,0,0,38,24,70,60,69,0,57,80,65,71,80,85,89,85,95,91,92,0,89,4,15,46,0,84,63,17,64,72,48,52,68,53,67,84,84
l23,0=0,0,0,0,0,0,34,1,67,76,63,1,68,87,0,64,83,72,92,99,93,90,87,90,0,0,91,0,0,0,87,71,98,82,75,94,84,47,64,83,71
l24,0=25,0,20,29,43,0,13,0,42,38,0,0,49,46,86,13,11,77,0,0,0,0,0,25,0,0,0,0,87,31,93,94,52,11,43,37,92,85,91,40,0
l25,0=24,27,25,27,44,0,0,24,41,36,9,2,26,42,86,7,4,48,0,0,28,21,4,0,0,0,0,92,0,49,91,0,46,54,46,30,54,92,94,8,27
l26,0=0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,39,0,55,21,95,75,15,91,0,0,0,77,86,0,99,0,99,98,97,96,100,92,95,4,0
l27,0=0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7,77,74,89,27,81,30,86,92,77,91,86,100,0,90,99,98,97,96,100,92,95,44,54
l28,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,42,0,68,1,17,37,99,0,86,76,73,100,99,79,0,98,97,96,100,92,95,53,14
l29,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,90,23,34,60,51,49,0,22,76,100,99,100,99,0,97,96,100,88,87,0,0
