n=41

l0,0=0,90,90,97,93,89,84,90,86,87,86,88,69,72,0,67,64,0,0,0,0,0,0,0,0,16,0,77,75,0,0,0,0,0,0,0,0,1,0,0,0
l1,0=94,0,90,97,93,89,91,51,73,89,75,92,19,56,76,47,5,3,0,0,0,0,0,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
l2,0=94,90,0,94,85,90,92,92,86,90,86,92,0,76,78,30,69,44,1,0,0,0,18,63,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0
l3,0=94,92,90,0,94,89,90,92,61,89,88,29,44,60,77,0,30,0,0,0,0,0,0,0,0,40,0,85,46,0,0,0,0,0,0,0,0,82,0,0,0
l4,0=94,92,86,97,0,90,84,92,73,0,73,86,24,60,0,0,0,0,0,0,0,0,0,0,0,40,0,49,46,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=94,91,90,97,94,0,91,52,76,87,88,49,23,59,76,45,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,22,0,0
l6,0=88,90,90,92,88,86,0,96,86,90,84,88,69,66,72,73,73,26,65,85,49,0,23,70,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5
l7,0=87,55,87,87,85,83,92,0,86,89,84,89,81,77,36,46,9,10,57,0,48,22,21,19,4,39,0,0,36,0,0,0,0,0,0,0,0,0,0,0,6
l8,0=65,31,30,0,81,74,84,88,0,86,88,2,8,79,73,76,67,29,0,63,56,29,46,77,37,63,0,28,42,0,0,0,0,0,0,0,0,0,0,40,0
l9,0=88,85,86,87,0,85,92,96,86,0,88,92,78,78,78,45,69,73,61,16,0,26,13,56,41,26,0,22,16,0,0,0,0,0,0,0,0,0,0,53,0
l10,0=87,27,86,83,67,85,84,88,90,90,0,92,79,78,81,71,69,79,0,21,41,13,35,76,65,21,0,1,35,0,0,0,0,0,0,0,0,0,0,0,21
l11,0=75,86,88,31,86,85,89,96,71,90,88,0,78,79,81,76,29,27,69,0,53,0,30,39,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,32,9
l12,0=10,10,0,32,16,18,52,46,15,79,69,28,0,77,75,87,75,93,46,52,52,27,23,39,18,16,0,50,31,0,30,0,0,0,0,0,0,42,37,75,12
l13,0=0,3,22,41,1,37,48,22,65,68,62,27,29,0,0,52,29,34,15,0,18,31,21,65,0,50,0,60,55,4,3,0,0,0,23,80,79,84,73,73,29
l14,0=9,14,0,0,2,22,48,22,77,53,65,47,87,82,82,0,74,64,59,0,40,30,19,55,16,86,51,28,33,0,0,76,0,0,0,0,0,42,39,47,21
l15,0=12,0,20,14,0,0,44,10,75,63,61,15,85,33,86,73,0,95,86,63,26,54,90,87,86,41,0,28,35,3,2,0,1,0,31,53,35,77,70,82,23
l16,0=0,0,21,0,0,33,38,32,77,82,80,23,87,79,85,86,81,0,57,53,42,62,86,77,0,22,30,85,54,0,18,65,0,0,0,0,0,91,58,67,85
l17,0=0,0,0,0,0,0,54,49,0,48,0,65,63,81,28,71,80,68,0,98,92,90,90,85,94,51,0,0,0,87,74,0,92,76,17,78,61,0,0,83,2
l18,0=0,0,0,0,0,0,89,0,87,0,1,0,70,77,0,0,80,75,97,0,90,90,90,88,94,0,94,0,0,6,91,81,0,37,0,0,0,0,0,85,68
l19,0=0,0,0,0,0,0,60,65,66,0,39,64,72,61,46,67,63,59,95,62,0,90,81,90,94,0,14,0,5,83,78,38,13,76,66,86,70,70,66,72,79
l20,0=0,0,0,0,0,0,0,45,69,58,14,0,72,69,73,75,77,77,88,81,92,0,91,90,84,25,93,0,31,70,33,84,5,35,2,87,33,0,54,84,84
l21,0=0,0,5,0,0,0,32,25,78,34,51,43,77,75,57,30,80,80,95,70,64,91,0,90,81,15,68,1,33,19,76,81,13,15,12,60,77,56,45,86,84
l22,0=0,0,16,0,0,0,59,3,74,52,62,16,72,66,53,74,79,65,64,75,94,90,91,0,83,0,65,27,0,88,61,13,49,49,43,72,64,65,70,86,85
l23,0=0,0,0,0,0,0,30,17,55,65,60,0,66,72,0,70,80,0,95,97,92,90,86,88,0,0,89,24,0,77,75,78,97,75,65,95,80,45,75,81,54
l24,0=19,0,0,49,36,0,20,0,66,34,1,0,39,54,86,46,19,37,0,0,0,0,0,28,1,0,87,0,90,5,86,90,10,28,63,62,92,65,89,51,4
l25,0=16,3,0,40,40,0,0,39,63,26,21,1,16,50,86,41,22,51,0,0,25,15,0,0,0,0,0,93,0,28,53,0,10,71,71,39,44,95,94,14,7
l26,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,30,0,94,14,93,68,65,89,87,0,0,86,88,0,96,0,99,97,100,96,99,95,94,48,0
l27,0=0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,82,52,88,0,83,80,75,93,86,92,88,99,0,92,100,97,100,96,99,95,94,0,0
l28,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,91,37,33,0,0,69,92,0,88,86,64,99,96,82,0,97,100,96,99,95,94,0,0
l29,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,42,83,41,7,77,64,28,0,31,68,99,96,99,100,0,100,96,99,93,87,29,0
l30,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,74,0,0,67,43,53,96,55,48,99,96,96,100,97,0,92,91,87,36,0,0
l31,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,65,0,81,38,84,81,13,78,90,0,0,92,82,99,96,0,100,97,100,0,99,95,94,53,8
l32,0=0,0,0,0,0,0,0,0,0,0,0,0,0,22,73,0,30,0,67,0,39,15,20,45,61,10,99,93,90,99,96,100,100,97,100,96,0,95,94,0,0
l33,0=0,0,0,7,0,32,0,0,1,0,0,0,24,48,86,37,46,33,0,0,38,0,1,44,0,71,97,60,89,90,96,97,92,80,92,94,99,0,94,0,4
l34,0=0,0,0,0,0,34,0,0,0,0,0,0,21,43,86,37,73,29,0,0,37,21,1,56,50,71,100,93,90,96,96,100,99,91,71,96,99,95,0,48,0
l35,0=0,0,0,0,0,0,0,0,42,34,0,18,73,44,56,60,68,56,63,58,64,76,89,86,67,39,96,43,0,0,0,0,0,13,7,58,0,0,31,0,84
l36,0=0,0,0,0,0,0,1,0,0,0,23,3,44,33,32,60,42,73,1,45,72,90,85,88,20,44,99,7,18,0,26,99,0,0,0,52,0,12,0,86,0
l37,0=0,0,0,0,0,0,0,0,0,0,34,0,40,45,0,55,64,70,54,51,71,90,76,80,76,95,95,21,27,0,1,95,0,0,0,0,0,0,0,86,85
l38,0=0,0,0,0,0,0,0,20,23,26,0,19,83,67,72,81,80,90,56,52,85,90,86,82,53,94,94,19,32,0,45,94,0,0,0,0,13,26,0,86,85
l39,0=0,0,0,0,0,0,0,0,0,0,0,0,63,41,45,0,68,66,73,42,85,90,87,88,69,14,48,0,0,0,0,53,12,7,0,0,0,0,0,86,85
l40,0=0,0,0,0,0,0,0,0,38,0,0,0,0,5,42,62,68,56,58,50,81,87,88,84,76,7,0,0,0,26,53,8,0,0,0,63,0,0,0,85,84

l0,1=0,94,95,91,91,94,93,90,83,94,91,94,41,39,56,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
l1,1=94,0,95,86,92,93,96,90,79,94,88,94,45,40,0,65,62,49,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,4,0,0,0
l2,1=93,94,0,90,92,94,96,93,78,94,91,94,53,78,77,66,60,76,4,0,1,0,43,0,0,24,0,69,48,0,0,0,0,0,0,0,0,0,0,0,0
l3,1=94,94,95,0,92,94,95,18,78,90,88,90,65,76,78,68,60,57,0,0,0,0,0,0,0,18,0,81,71,0,0,0,0,0,0,0,0,1,0,0,0
l4,1=91,94,95,95,0,94,91,89,31,91,90,91,0,64,69,61,0,0,0,0,0,0,0,0,0,27,0,81,51,0,0,0,0,0,0,0,0,0,0,0,0
l5,1=94,94,95,86,92,0,72,72,54,63,91,90,40,45,58,63,2,0,0,0,0,0,0,0,0,24,0,73,9,0,0,0,0,0,0,0,0,32,26,0,0
l6,1=92,94,95,88,91,94,0,93,83,94,90,94,74,82,54,77,72,0,45,36,70,48,40,65,5,12,0,53,32,0,0,0,0,0,0,0,0,0,0,13,0
l7,1=91,94,95,3,91,91,96,0,83,94,91,94,72,82,52,77,58,56,21,4,3,75,0,36,30,43,0,0,55,0,0,0,0,0,0,0,0,0,0,1,44
